title,uploader,episode_day,url,frame_namefile,words,result,clue,explanation,solution
La ghigliottina - L'EreditÃ  19/03/2020',Rai,19/03/2020,https://www.youtube.com/watch?v=uuuoYo4Nbng,19-03-2020.jpg,"FORZA,REATO,LAVORO,ANDARE,DIRETTO,26.250","```json
{
  ""clue"": [""FORZA"", ""REATO"", ""LAVORO"", ""ANDARE"", ""DIRETTO""],
  ""explanation"": [
    ""Forza e rapporto: il rapporto di forza."",
    ""Reato e rapporto: il rapporto di reato (la denuncia del pubblico ufficiale che abbia notizia di un reato perseguibile d'ufficio)."",
    ""Lavoro e rapporto: il rapporto di lavoro (indipendente e collaboratore) o rapporto di lavoro (andare a rapporto in ambito militare, riferire a un superiore)."",
    ""Andare e rapporto: rapporto (inteso come 'andare a rapporto' in ambito militare, riferire a un superiore)."",
    ""Diretto e rapporto: un rapporto diretto (quello che cerchiamo di avere con gli amici a casa).""
  ],
  ""solution"": ""RAPPORTO""
}
```","['FORZA', 'REATO', 'LAVORO', 'ANDARE', 'DIRETTO']","['Forza e rapporto: il rapporto di forza.', ""Reato e rapporto: il rapporto di reato (la denuncia del pubblico ufficiale che abbia notizia di un reato perseguibile d'ufficio)."", 'Lavoro e rapporto: il rapporto di lavoro (indipendente e collaboratore) o rapporto di lavoro (andare a rapporto in ambito militare, riferire a un superiore).', ""Andare e rapporto: rapporto (inteso come 'andare a rapporto' in ambito militare, riferire a un superiore)."", 'Diretto e rapporto: un rapporto diretto (quello che cerchiamo di avere con gli amici a casa).']",RAPPORTO
La ghigliottina - L'EreditÃ  18/03/2020',Rai,18/03/2020,https://www.youtube.com/watch?v=UKufrsqfpSA,18-03-2020.jpg,"RACCOGLIERE,INTEGRALE,SONDAGGIO,TV,FELLINI,90.U00","```json
{
  ""clue"": [
    ""RACCOGLIERE"",
    ""INTEGRALE"",
    ""SONDAGGIO"",
    ""TV"",
    ""FELLINI""
  ],
  ""explanation"": [
    ""Raccogliere (un'intervista)"",
    ""Integrale (un'intervista)"",
    ""Sondaggio (per mezzo di) intervista"",
    ""Intervista (in) TV"",
    ""Fellini (intervista a Fellini o film di Fellini)""
  ],
  ""solution"": ""INTERVISTA""
}
```","['RACCOGLIERE', 'INTEGRALE', 'SONDAGGIO', 'TV', 'FELLINI']","[""Raccogliere (un'intervista)"", ""Integrale (un'intervista)"", 'Sondaggio (per mezzo di) intervista', 'Intervista (in) TV', 'Fellini (intervista a Fellini o film di Fellini)']",INTERVISTA
La ghigliottina - L'EreditÃ  15/03/2020',Rai,15/03/2020,https://www.youtube.com/watch?v=NwDkEplAcTw,15-03-2020.jpg,"NATURALE,DOLCE,BIANCO,COPIA,LOCOMOTIVA,10.000","```json
{
  ""clue"": [
    ""NATURALE"",
    ""DOLCE"",
    ""BIANCO"",
    ""COPIA"",
    ""LOCOMOTIVA""
  ],
  ""explanation"": [
    ""Il carbone si trova in natura (carbone fossile)."",
    ""Il carbone dolce (tradizionalmente associato alla Befana o a un tipo di carbone zuccherino, qui usato in chiusura)."",
    ""Il carbone è associato al bianco (se si considera la cenere o il colore del carbone stesso, anche se il dialogo fa un collegamento meno diretto, l'autore lo associa in chiusura)."",
    ""La carta carbone (carbone come elemento della coppia)."",
    ""La locomotiva di una volta funzionava a carbone.""
  ],
  ""solution"": ""CARBONE""
}
```","['NATURALE', 'DOLCE', 'BIANCO', 'COPIA', 'LOCOMOTIVA']","['Il carbone si trova in natura (carbone fossile).', 'Il carbone dolce (tradizionalmente associato alla Befana o a un tipo di carbone zuccherino, qui usato in chiusura).', ""Il carbone è associato al bianco (se si considera la cenere o il colore del carbone stesso, anche se il dialogo fa un collegamento meno diretto, l'autore lo associa in chiusura)."", 'La carta carbone (carbone come elemento della coppia).', 'La locomotiva di una volta funzionava a carbone.']",CARBONE
La ghigliottina - L'EreditÃ  20/02/2020',Rai,20/02/2020,https://www.youtube.com/watch?v=vQ_gUhAdSS0,20-02-2020.jpg,"TERRENO,POLITICA,ARRIVARE,SEGNO,PARTI,105.Uou","```json
{
  ""clue"": [
    ""TERRENO"",
    ""POLITICA"",
    ""ARRIVARE"",
    ""SEGNO"",
    ""PARTI""
  ],
  ""explanation"": [
    ""terreno di intesa"",
    ""intesa politica"",
    ""arrivare a un'intesa"",
    ""segno di intesa"",
    ""intesa tra le parti""
  ],
  ""solution"": ""INTESA""
}
```","['TERRENO', 'POLITICA', 'ARRIVARE', 'SEGNO', 'PARTI']","['terreno di intesa', 'intesa politica', ""arrivare a un'intesa"", 'segno di intesa', 'intesa tra le parti']",INTESA
La ghigliottina - L'EreditÃ  17/02/2020',Rai,17/02/2020,https://www.youtube.com/watch?v=H3JfwfMa53Q,17-02-2020.jpg,"NATALE,FESTIVAL,SCRIVERE,MATTINA,CALLIOPE,35.000","```json
{
  ""clue"": [
    ""NATALE"",
    ""FESTIVAL"",
    ""SCRIVERE"",
    ""MATTINA"",
    ""CALLIOPE""
  ],
  ""explanation"": [
    ""Poesie di natale (quella che si fa recitare ai bambini davanti a tutti i parenti radunati)"",
    ""Festival della poesia (si spera che esista un festival dove si leggono le proprie poesie)"",
    ""Scrivere una poesia (si spera che esista un luogo dove si presentano le proprie poesie)"",
    ""M'illumino d'immenso (riferimento a Ungaretti, che si chiama mattina o mattino)"",
    ""Calliope (musa della poesia)""
  ],
  ""solution"": ""POESIA""
}
```","['NATALE', 'FESTIVAL', 'SCRIVERE', 'MATTINA', 'CALLIOPE']","['Poesie di natale (quella che si fa recitare ai bambini davanti a tutti i parenti radunati)', 'Festival della poesia (si spera che esista un festival dove si leggono le proprie poesie)', 'Scrivere una poesia (si spera che esista un luogo dove si presentano le proprie poesie)', ""M'illumino d'immenso (riferimento a Ungaretti, che si chiama mattina o mattino)"", 'Calliope (musa della poesia)']",POESIA
L'EreditÃ  - La Ghigliottina (2005/2006) con Amadeus',NiccolÃ² Masiani,Amadeus,https://www.youtube.com/watch?v=jqQGrbdCAa0,Amadeus.jpg,"LOUUA,PolIZIOIO,Satellite,QIEMALY,30.000","```json
{
  ""clue"": [
    ""lotta"",
    ""poliziotto"",
    ""satellite"",
    ""little italy"",
    ""generale""
  ],
  ""explanation"": [
    ""lotta di quartiere"",
    ""il poliziotto di quartiere è stato istituito da poco"",
    ""i quartieri satelliti su di una città"",
    ""little italy è un quartiere di new york"",
    ""quartiere generale dell'onu per esempio""
  ],
  ""solution"": ""quartiere""
}
```","['lotta', 'poliziotto', 'satellite', 'little italy', 'generale']","['lotta di quartiere', 'il poliziotto di quartiere è stato istituito da poco', 'i quartieri satelliti su di una città', 'little italy è un quartiere di new york', ""quartiere generale dell'onu per esempio""]",QUARTIERE
La ghigliottina -  L'EreditÃ  11/02/2020',Rai,11/02/2020,https://www.youtube.com/watch?v=WF4CJ3t5QSM,11-02-2020.jpg,"ORDINE,COMPITO,REGOLARE,MEDIA,REALE,47.500","```json
{
  ""clue"": [""ORDINE"", ""COMPITO"", ""REGOLARE"", ""MEDIA"", ""REALE""],
  ""explanation"": [
    ""Ordine di altezza"",
    ""Sarò all'altezza di un compito"",
    ""Regolare l'altezza dello sgabello"",
    ""Altezza media"",
    ""Altezza reale""
  ],
  ""solution"": ""ALTEZZA""
}
```","['ORDINE', 'COMPITO', 'REGOLARE', 'MEDIA', 'REALE']","['Ordine di altezza', ""Sarò all'altezza di un compito"", ""Regolare l'altezza dello sgabello"", 'Altezza media', 'Altezza reale']",ALTEZZA
La ghigliottina - L'EreditÃ  05/02/2020',Rai,05/02/2020,https://www.youtube.com/watch?v=HJApwb4O6uA,05-02-2020.jpg,"MOSTRARE,CARATTERE,NUMERO,TITOLO,CHIACCHIERE,50.0u0","```json
{
  ""clue"": [
    ""mostrare"",
    ""carattere"",
    ""numero"",
    ""titolo"",
    ""chiacchiere""
  ],
  ""explanation"": [
    ""mostrare il distintivo (mostrare qualcosa che identifica)"",
    ""carattere distintivo (una qualità che distingue)"",
    ""numero distintivo (prendere il numeretto che ha un valore distintivo)"",
    ""titolo distintivo (un titolo che distingue, come quello di Elton John)"",
    ""chiacchiere e distintivo (riferimento al film 'Gli intoccabili' - 'sei tutto chiacchiere e distintivo')""
  ],
  ""solution"": ""distintivo""
}
```","['mostrare', 'carattere', 'numero', 'titolo', 'chiacchiere']","['mostrare il distintivo (mostrare qualcosa che identifica)', 'carattere distintivo (una qualità che distingue)', 'numero distintivo (prendere il numeretto che ha un valore distintivo)', 'titolo distintivo (un titolo che distingue, come quello di Elton John)', ""chiacchiere e distintivo (riferimento al film 'Gli intoccabili' - 'sei tutto chiacchiere e distintivo')""]",DISTINTIVO
La ghigliottina - L'EreditÃ  28/01/2020',Rai,28/01/2020,https://www.youtube.com/watch?v=BelpgfCR88c,28-01-2020.jpg,"STRADA,PURGATORIO,GORILLA,SOLDI,GIGANTI,10.U00","```json
{
  ""clue"": [
    ""STRADA"",
    ""PURGATORIO"",
    ""GORILLA"",
    ""SOLDI"",
    ""GIGANTI""
  ],
  ""explanation"": [
    ""La strada di montagna che porta alla montagna."",
    ""La montagna del Purgatorio che è appunto un monte che sale fino alle porte del paradiso (richiamo alla Divina Commedia)."",
    ""Il gorilla di montagna (riferimento al film o al racconto nel Libro della Giungla, o ai gorilla di montagna come specie)."",
    ""Una montagna di soldi (sebbene il giocatore abbia detto 'non è una montagna di soldi', il conduttore fa riferimento al concetto di 'montagna di soldi')."",
    ""I giganti della montagna (riferimento all'opera di Pirandello).""
  ],
  ""solution"": ""MONTAGNA""
}
```","['STRADA', 'PURGATORIO', 'GORILLA', 'SOLDI', 'GIGANTI']","['La strada di montagna che porta alla montagna.', 'La montagna del Purgatorio che è appunto un monte che sale fino alle porte del paradiso (richiamo alla Divina Commedia).', 'Il gorilla di montagna (riferimento al film o al racconto nel Libro della Giungla, o ai gorilla di montagna come specie).', ""Una montagna di soldi (sebbene il giocatore abbia detto 'non è una montagna di soldi', il conduttore fa riferimento al concetto di 'montagna di soldi')."", ""I giganti della montagna (riferimento all'opera di Pirandello).""]",MONTAGNA
La ghigliottina - L'EreditÃ  24/01/2020',Rai,24/01/2020,https://www.youtube.com/watch?v=nw8ZNgBehD0,24-01-2020.jpg,"SCRIVERE,ROSSO,COLORI,LUCE,INCHIESTA,11.250","```json
{
  ""clue"": [""SCRIVERE"", ""ROSSO"", ""COLORI"", ""LUCE"", ""INCHIESTA""],
  ""explanation"": [
  ""Si può proiettare un bel film (sullo schermo)"",
  ""Film rosso (della trilogia di Kieslowski)"",
  ""Film a colori (della trilogia di Kieslowski)"",
  ""Film luce (negli anni '30, '50, brevi cortometraggi di attualità)"",
  ""Film inchiesta (come quelli di Francesco Rosi)""
  ],
  ""solution"": ""FILM""
}
```","['SCRIVERE', 'ROSSO', 'COLORI', 'LUCE', 'INCHIESTA']","['Si può proiettare un bel film (sullo schermo)', 'Film rosso (della trilogia di Kieslowski)', 'Film a colori (della trilogia di Kieslowski)', ""Film luce (negli anni '30, '50, brevi cortometraggi di attualità)"", 'Film inchiesta (come quelli di Francesco Rosi)']",FILM
La ghigliottina - L'EreditÃ  18/01/2020',Rai,18/01/2020,https://www.youtube.com/watch?v=2gurAhKqDLo,18-01-2020.jpg,"RITO,PROFONDITÃ,ESSERE,INDIA,CHIAVE,170.000","```json
{
  ""clue"": [
    ""RITO"",
    ""PROFONDITÀ"",
    ""ESSERE"",
    ""INDIA"",
    ""CHIAVE""
  ],
  ""explanation"": [
    ""Rito di passaggio da una condizione all'altra nella società."",
    ""Passaggio in profondità (sentito nelle telecronache sportive)."",
    ""Essere di passaggio (riferimento alla durata della presenza in trasmissione)."",
    ""Passaggio in India (riferimento a romanzo/film)."",
    ""Passaggio chiave (riferimento alla posta in gioco per vincere).""
  ],
  ""solution"": ""PASSAGGIO""
}
```","['RITO', 'PROFONDITÀ', 'ESSERE', 'INDIA', 'CHIAVE']","[""Rito di passaggio da una condizione all'altra nella società."", 'Passaggio in profondità (sentito nelle telecronache sportive).', 'Essere di passaggio (riferimento alla durata della presenza in trasmissione).', 'Passaggio in India (riferimento a romanzo/film).', 'Passaggio chiave (riferimento alla posta in gioco per vincere).']",PASSAGGIO
La ghigliottina - L'EreditÃ  13/01/2020',Rai,13/01/2020,https://www.youtube.com/watch?v=jqWIVXB2yaw,13-01-2020.jpg,"VERITA,TOGLIERE,MONDO,TERRA,MARINAIO,42.500","```json
{
  ""clue"": [""VERITA"", ""TOGLIERE"", ""MONDO"", ""TERRA"", ""MARINAIO""],
  ""explanation"": [
  ""La verità sta nel mezzo (in media veritas)"",
  ""Togliere di mezzo (sgombrare il campo)"",
  ""Mondo di mezzo (mondi fantastici di qualche libro)"",
  ""Terra di mezzo (si riferisce a 'Il Signore degli Anelli')"",
  ""Mezzo marinaio (un attrezzo da barca/vela)""
  ],
  ""solution"": ""MEZZO""
}
```","['VERITA', 'TOGLIERE', 'MONDO', 'TERRA', 'MARINAIO']","['La verità sta nel mezzo (in media veritas)', 'Togliere di mezzo (sgombrare il campo)', 'Mondo di mezzo (mondi fantastici di qualche libro)', ""Terra di mezzo (si riferisce a 'Il Signore degli Anelli')"", 'Mezzo marinaio (un attrezzo da barca/vela)']",MEZZO
La ghigliottina - L'EreditÃ  31/12/2019',Rai,31/12/2019,https://www.youtube.com/watch?v=cdKF8J1hAK0,31-12-2019.jpg,"CANTO,TESTO,SPUNTA,POSTA,TOMBOLA,40.000","```json
{
  ""clue"": [
    ""CANTO"",
    ""TESTO"",
    ""SPUNTA"",
    ""POSTA"",
    ""TOMBOLA""
  ],
  ""explanation"": [
    ""Il secondo canto del Purgatorio è dedicato a un musico cantore toscano, amico di Dante, chiamato Casella."",
    ""La professoressa menziona la casella di testo in Word ('inserisci una casella di testo')."",
    ""Si può spuntare la casella corretta in un test a risposta multipla."",
    ""Esiste la casella di posta elettronica."",
    ""Le cartelle della tombola sono fatte con caselle di numeri.""
  ],
  ""solution"": ""CASELLA""
}
```","['CANTO', 'TESTO', 'SPUNTA', 'POSTA', 'TOMBOLA']","['Il secondo canto del Purgatorio è dedicato a un musico cantore toscano, amico di Dante, chiamato Casella.', ""La professoressa menziona la casella di testo in Word ('inserisci una casella di testo')."", 'Si può spuntare la casella corretta in un test a risposta multipla.', 'Esiste la casella di posta elettronica.', 'Le cartelle della tombola sono fatte con caselle di numeri.']",CASELLA
La ghigliottina - L'EreditÃ  21/12/2019',Rai,21/12/2019,https://www.youtube.com/watch?v=Z26rxpsehlY,21-12-2019.jpg,"GUERRA,LODE,LAVORATORI,NAZIONALE,EUROPEO,21.250","```json
{
  ""clue"": [""GUERRA"", ""LODE"", ""LAVORATORI"", ""NAZIONALE"", ""EUROPEO""],
  ""explanation"": [
  ""Inno di guerra"",
  ""Inno di lode (una preghiera, un canto di glorificazione)"",
  ""Inno dei lavoratori (canto operaio)"",
  ""Inno nazionale (Canto degli italiani/Inno di Mameli)"",
  ""Inno europeo""
  ],
  ""solution"": ""INNO""
}
```","['GUERRA', 'LODE', 'LAVORATORI', 'NAZIONALE', 'EUROPEO']","['Inno di guerra', 'Inno di lode (una preghiera, un canto di glorificazione)', 'Inno dei lavoratori (canto operaio)', 'Inno nazionale (Canto degli italiani/Inno di Mameli)', 'Inno europeo']",INNO
La ghigliottina - L'EreditÃ  13/12/2019',Rai,13/12/2019,https://www.youtube.com/watch?v=IomTJAhZQys,13-12-2019.jpg,"ERRORE,CONQUISTARE,OCCHIO,MANIFESTAZIONE,AUTO,80.000","```json
{
  ""clue"": [
    ""ERRORE"",
    ""CONQUISTARE"",
    ""OCCHIO"",
    ""MANIFESTAZIONE"",
    ""AUTO""
  ],
  ""explanation"": [
    ""Fare un errore di stima verso un qualcosa o anche un qualcuno, una valutazione sbagliata. (Legame con STIMA/VALUTAZIONE sbagliata)"",
    ""Conquistare la stima di qualcuno è quello che proviamo a fare nella vita e nel lavoro. (Legame con STIMA)"",
    ""Non c'è interesse per la mano, interesse, cioè ahimé la parola stima qua dietro (suggerimento indiretto che la parola mancante è legata alla stima, anche se la prima ipotesi era 'occhio')."",
    ""Manifestazione di stima. (Legame con STIMA)"",
    ""Avere l'auto-stima, quindi la considerazione di sé. (Legame con AUTOSTIMA)""
  ],
  ""solution"": ""STIMA""
}
```","['ERRORE', 'CONQUISTARE', 'OCCHIO', 'MANIFESTAZIONE', 'AUTO']","['Fare un errore di stima verso un qualcosa o anche un qualcuno, una valutazione sbagliata. (Legame con STIMA/VALUTAZIONE sbagliata)', 'Conquistare la stima di qualcuno è quello che proviamo a fare nella vita e nel lavoro. (Legame con STIMA)', ""Non c'è interesse per la mano, interesse, cioè ahimé la parola stima qua dietro (suggerimento indiretto che la parola mancante è legata alla stima, anche se la prima ipotesi era 'occhio')."", 'Manifestazione di stima. (Legame con STIMA)', ""Avere l'auto-stima, quindi la considerazione di sé. (Legame con AUTOSTIMA)""]",STIMA
La ghigliottina - L'EreditÃ  11/12/2019',Rai,11/12/2019,https://www.youtube.com/watch?v=sR7h3AQs2Wo,11-12-2019.jpg,"CAMBIARE,ACCESO,TELEVISIVO,MASCHERA,SCOPERTO,42.500","```json
{
  ""clue"": [""CAMBIARE"", ""ACCESO"", ""TELEVISIVO"", ""MASCHERA"", ""SCOPERTO""],
  ""explanation"": [
    ""Cambiare volto"",
    ""Volto acceso"",
    ""Volto televisivo"",
    ""La maschera e il volto"",
    ""A volto scoperto""
  ],
  ""solution"": ""VOLTO""
}
```","['CAMBIARE', 'ACCESO', 'TELEVISIVO', 'MASCHERA', 'SCOPERTO']","['Cambiare volto', 'Volto acceso', 'Volto televisivo', 'La maschera e il volto', 'A volto scoperto']",VOLTO
La ghigliottina - L'EreditÃ  03/12/2019',Rai,03/12/2019,https://www.youtube.com/watch?v=1bQg9NnfgeU,03-12-2019.jpg,"STRADE,NUovo,QUARTO,SANGUE,FERMO,18.750","```json
{
  ""clue"": [""STRADE"", ""NUOVO"", ""QUARTO"", ""SANGUE"", ""FERMO""],
  ""explanation"": [
  ""Strade del vino"",
  ""Vino nuovo (novello)"",
  ""Quarto di vino"",
  ""Il vino fa buon sangue"",
  ""Vino fermo (privo di effervescenza)""
  ],
  ""solution"": ""VINO""
}
```","['STRADE', 'NUOVO', 'QUARTO', 'SANGUE', 'FERMO']","['Strade del vino', 'Vino nuovo (novello)', 'Quarto di vino', 'Il vino fa buon sangue', 'Vino fermo (privo di effervescenza)']",VINO
La ghigliottina -  L'EreditÃ  20/11/2019',Rai,20/11/2019,https://www.youtube.com/watch?v=FGlhLbFoCVY,20-11-2019.jpg,"ANDARE,MACCHINA,DANNI,FILO,MANGIA,95.000","```json
{
  ""clue"": [""ANDARE"", ""MACCHINA"", ""DANNI"", ""FILO"", ""MANGIA""],
  ""explanation"": [
    ""andare in fumo (dal fuoco)"",
    ""macchina del fumo"",
    ""danni del fumo"",
    ""un fil di fumo (dal fuoco)"",
    ""mangiafumo (o mangiafuoco, ma il conduttore lega 'mangia' al fumo)""
  ],
  ""solution"": ""FUMO""
}
```","['ANDARE', 'MACCHINA', 'DANNI', 'FILO', 'MANGIA']","['andare in fumo (dal fuoco)', 'macchina del fumo', 'danni del fumo', 'un fil di fumo (dal fuoco)', ""mangiafumo (o mangiafuoco, ma il conduttore lega 'mangia' al fumo)""]",FUMO
La ghigliottina - L'EreditÃ  17/11/2019',Rai,17/11/2019,https://www.youtube.com/watch?v=bG1wsXxIdVs,17-11-2019.jpg,"MARTELLO,STORIA,TOcco,PRESSIONE,PUNTA,10.000","```json
{
  ""clue"": [
    ""MARTELLO"",
    ""STORIA"",
    ""TOCCO"",
    ""PRESSIONE"",
    ""PUNTA""
  ],
  ""explanation"": [
    ""le dita a martello (riferimento a una postura delle dita)"",
    ""la storia delle dita (citazione di una canzone di Grignani)"",
    ""il tocco delle dita sulla tastiera del pianoforte"",
    ""la pressione delle dita (usata anche per la digitopressione)"",
    ""contare sulla punta delle dita""
  ],
  ""solution"": ""DITA""
}
```","['MARTELLO', 'STORIA', 'TOCCO', 'PRESSIONE', 'PUNTA']","['le dita a martello (riferimento a una postura delle dita)', 'la storia delle dita (citazione di una canzone di Grignani)', 'il tocco delle dita sulla tastiera del pianoforte', 'la pressione delle dita (usata anche per la digitopressione)', 'contare sulla punta delle dita']",DITA
